px,val,day
6.7403,3.5845,7
8.4807,3.4155,7
10.0967,3.686,7
11.837,2.8406,7
13.5773,3.1111,7
15.442,1.9952,7
17.058,2.2995,7
18.7983,2.0628,7
20.5387,1.9614,7
22.279,2.8068,7
24.0193,1.9614,7
25.7597,2.57,7
27.3757,2.2657,7
29.116,3.1787,7
30.8564,2.3333,7
32.721,1.7246,7
34.337,2.029,7
36.0773,2.029,7
37.6934,2.5024,7
39.4337,2.1981,7
41.174,1.9614,7
42.9144,1.5556,7
44.6547,1.5556,7
46.395,2.3671,7
48.011,1.5556,7
