px,val,day
6.7452,2.8857,4
8.615,3.7649,4
10.2355,3.9565,4
11.9806,4.058,4
13.7258,4.4638,4
15.3463,2.7391,4
17.2161,3.8551,4
18.8366,3.8889,4
20.7064,2.6039,4
22.3269,3.5507,4
24.072,3.1787,4
25.8172,2.6039,4
27.687,1.7246,4
29.1828,2.8744,4
30.928,2.1304,4
32.6731,2.6377,4
34.5429,2.4348,4
36.1634,2.5024,4
37.9086,2.7729,4
39.6537,2.401,4
41.3989,1.657,4
43.144,2.5362,4
44.8892,2.9082,4
46.6343,2.7729,4
48.2548,1.8937,4
